                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
    num cache misses                 |      201628 |     9747228 |     9749083 |       42005 |      201589 |     9749212 |     9745487 |       41993 |      201580 |     9748403 |     9746081 |       41993 |      201589 |     9745515 |     9748960 |       42005
    miss rate                        |       0.86% |       6.82% |       6.81% |       0.76% |       0.86% |       6.80% |       6.82% |       0.75% |       0.86% |       6.81% |       6.81% |       0.75% |       0.86% |       6.80% |       6.82% |       0.76%
    mpki                             |        1.05 |        5.55 |        5.55 |        0.86 |        1.05 |        5.54 |        5.55 |        0.86 |        1.05 |        5.55 |        5.55 |        0.86 |        1.05 |        5.54 |        5.55 |        0.86
  Cache L1-D                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    51120513 |   422582985 |   423187041 |    14866913 |    51120583 |   423455631 |   422314504 |    14866913 |    51120414 |   423159347 |   422609858 |    14866913 |    51120506 |   423210967 |   422557848 |    14866913
    num cache misses                 |      808407 |    16780099 |    16737384 |      288410 |      808170 |    16751611 |    16764188 |      288287 |      808253 |    16725143 |    16758034 |      288248 |      808459 |    16726284 |    16762812 |      288433
    miss rate                        |       1.58% |       3.97% |       3.96% |       1.94% |       1.58% |       3.96% |       3.97% |       1.94% |       1.58% |       3.95% |       3.97% |       1.94% |       1.58% |       3.95% |       3.97% |       1.94%
    mpki                             |        4.20 |        9.55 |        9.52 |        5.89 |        4.20 |        9.52 |        9.55 |        5.89 |        4.20 |        9.51 |        9.54 |        5.89 |        4.20 |        9.51 |        9.54 |        5.89
  Cache L2                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |     1121833 |    26697804 |    26679850 |      336461 |     1121508 |    26692905 |    26678338 |      336399 |     1121647 |    26668739 |    26674605 |      336357 |     1121803 |    26665090 |    26679007 |      336483
    num cache misses                 |      823270 |    22348813 |    22340251 |      294619 |      823173 |    22359950 |    22324116 |      294452 |      823656 |    22334061 |    22323612 |      294454 |      823495 |    22329559 |    22331830 |      294620
    miss rate                        |      73.39% |      83.71% |      83.73% |      87.56% |      73.40% |      83.77% |      83.68% |      87.53% |      73.43% |      83.75% |      83.69% |      87.54% |      73.41% |      83.74% |      83.71% |      87.56%
    mpki                             |        4.28 |       12.72 |       12.71 |        6.02 |        4.28 |       12.71 |       12.72 |        6.02 |        4.28 |       12.70 |       12.71 |        6.02 |        4.28 |       12.70 |       12.72 |        6.02
DRAM summary                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num dram accesses                  |     8805330 |     8695065 |     8919555 |     8147858 |     8847234 |     8084671 |     8520804 |     8085199 |     8907095 |     8066469 |     8472319 |     8078783 |     8826402 |     8150144 |     8864606 |     7985289
  average dram access latency (ns)   |       25.54 |       25.49 |       25.44 |       25.39 |       25.35 |       25.34 |       25.37 |       25.33 |       25.54 |       25.43 |       25.50 |       25.37 |       25.36 |       25.28 |       25.47 |       25.51
  average dram queueing delay        |        2.11 |        2.06 |        2.01 |        1.96 |        1.92 |        1.91 |        1.94 |        1.90 |        2.11 |        2.00 |        2.07 |        1.94 |        1.93 |        1.85 |        2.04 |        2.08
  average dram bandwidth utilization |      12.00% |      12.00% |      12.00% |      11.00% |      12.00% |      11.00% |      12.00% |      11.00% |      12.00% |      11.00% |      12.00% |      11.00% |      12.00% |      11.00% |      12.00% |      11.00%
Coherency Traffic                    |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num loads from dram                |      431785 |    11276404 |    11106826 |      125360 |      431650 |    11086980 |    11291784 |      125307 |      432097 |    11098515 |    11253685 |      125306 |      431924 |    11092546 |    11259540 |      125364
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |         420 |     4252806 |     4360335 |          70 |         406 |     4390261 |     4213360 |          66 |         404 |     4355742 |     4254403 |          68 |         407 |     4363903 |     4248770 |          66
