                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
    num misses                       |      82523 |    2935054 |    2833669 |    3038245 |      82506 |    3133058 |    3090655 |    2839467 |      82497 |    3133057 |    3091457 |    2839270 |      87114 |    3589447 |    3094763 |    3150737
    miss rate                        |      0.11% |      3.82% |      3.69% |      3.95% |      0.11% |      4.08% |      4.02% |      3.69% |      0.11% |      4.08% |      4.02% |      3.69% |      0.12% |      4.67% |      4.03% |      4.10%
    mpki                             |       0.39 |      13.05 |      12.60 |      13.51 |       0.39 |      13.93 |      13.74 |      12.62 |       0.39 |      13.93 |      13.74 |      12.62 |       0.42 |      15.96 |      13.76 |      14.01
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      82658 |    2935080 |    2833695 |    3038271 |      82642 |    3133084 |    3090681 |    2839493 |      82631 |    3133083 |    3091483 |    2839296 |      87248 |    3589473 |    3094789 |    3150763
    num misses                       |        595 |       9508 |        719 |        603 |        594 |       9112 |        412 |        324 |        593 |       9112 |        313 |        127 |        598 |      10300 |       1411 |       1197
    miss rate                        |      0.72% |      0.32% |      0.03% |      0.02% |      0.72% |      0.29% |      0.01% |      0.01% |      0.72% |      0.29% |      0.01% |      0.00% |      0.69% |      0.29% |      0.05% |      0.04%
    mpki                             |       0.00 |       0.04 |       0.00 |       0.00 |       0.00 |       0.04 |       0.00 |       0.00 |       0.00 |       0.04 |       0.00 |       0.00 |       0.00 |       0.05 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   30025110 |   31711289 |   31723317 |   31711591 |   30025110 |   31711289 |   31723098 |   31711810 |   30025110 |   31711289 |   31723098 |   31711810 |   30025110 |   31711289 |   31723317 |   31711591
    num cache misses                 |   15403256 |    1648080 |    1647296 |    1646055 |   15403257 |    1645955 |    1645407 |    1646394 |   15403254 |    1645646 |    1645999 |    1646117 |   15403255 |    1645646 |    1646074 |    1646042
    miss rate                        |     51.30% |      5.20% |      5.19% |      5.19% |     51.30% |      5.19% |      5.19% |      5.19% |     51.30% |      5.19% |      5.19% |      5.19% |     51.30% |      5.19% |      5.19% |      5.19%
    mpki                             |      73.65 |       7.33 |       7.32 |       7.32 |      73.65 |       7.32 |       7.31 |       7.32 |      73.65 |       7.32 |       7.32 |       7.32 |      73.65 |       7.32 |       7.32 |       7.32
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   73201598 |   76879478 |   76888322 |   76884674 |   73234345 |   76879478 |   76887317 |   76885679 |   73234345 |   76879478 |   76887317 |   76885679 |   73201598 |   76879478 |   76888322 |   76884674
    num cache misses                 |      33309 |     254720 |     255030 |     252670 |      33125 |     253407 |     254199 |     251630 |      32525 |     254102 |     253193 |     252669 |      32541 |     254101 |     253298 |     252565
    miss rate                        |      0.05% |      0.33% |      0.33% |      0.33% |      0.05% |      0.33% |      0.33% |      0.33% |      0.04% |      0.33% |      0.33% |      0.33% |      0.04% |      0.33% |      0.33% |      0.33%
    mpki                             |       0.16 |       1.13 |       1.13 |       1.12 |       0.16 |       1.13 |       1.13 |       1.12 |       0.16 |       1.13 |       1.13 |       1.12 |       0.16 |       1.13 |       1.13 |       1.12
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   15437015 |    1902808 |    1902338 |    1898732 |   15436783 |    1899370 |    1899614 |    1898036 |   15436156 |    1899756 |    1899200 |    1898798 |   15436176 |    1899755 |    1899385 |    1898614
    num cache misses                 |      35309 |     262894 |     262115 |     259009 |      35385 |     258931 |     258900 |     257931 |      34791 |     259467 |     258588 |     258543 |      34795 |     259466 |     258741 |     258391
    miss rate                        |      0.23% |     13.82% |     13.78% |     13.64% |      0.23% |     13.63% |     13.63% |     13.59% |      0.23% |     13.66% |     13.62% |     13.62% |      0.23% |     13.66% |     13.62% |     13.61%
    mpki                             |       0.17 |       1.17 |       1.17 |       1.15 |       0.17 |       1.15 |       1.15 |       1.15 |       0.17 |       1.15 |       1.15 |       1.15 |       0.17 |       1.15 |       1.15 |       1.15
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     230818 |     231032 |     235186 |     232353 |     235740 |     233584 |     229896 |     233308 |     230385 |     239674 |     234726 |     234839 |     227682 |     234140 |     232353 |     230530
  average dram access latency (ns)   |      34.45 |      34.43 |      34.31 |      33.86 |      34.09 |      33.83 |      34.08 |      33.88 |      34.05 |      33.99 |      33.94 |      33.83 |      34.21 |      34.46 |      34.48 |      34.30
  average dram queueing delay        |      11.02 |      11.00 |      10.88 |      10.43 |      10.67 |      10.40 |      10.66 |      10.45 |      10.62 |      10.56 |      10.51 |      10.40 |      10.78 |      11.03 |      11.05 |      10.87
  average dram bandwidth utilization |      1.00% |      1.00% |      1.00% |      1.00% |      1.00% |      1.00% |      1.00% |      1.00% |      1.00% |      1.00% |      1.00% |      1.00% |      1.00% |      1.00% |      1.00% |      1.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      15446 |     218042 |     217445 |     216035 |      15462 |     216144 |     216351 |     214331 |      14930 |     216955 |     215470 |     215254 |      14950 |     216936 |     215539 |     215225
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |        323 |        329 |        659 |        330 |        340 |        317 |        350 |        576 |        416 |        311 |        326 |        556 |        405 |        327 |        340 |        502
