                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
    miss rate                        |       0.04% |       0.46% |       0.46% |       0.03% |       0.04% |       0.47% |       0.46% |       0.03% |       0.04% |       0.47% |       0.46% |       0.03% |       0.04% |       0.46% |       0.47% |       0.03%
    mpki                             |        0.10 |        1.11 |        1.12 |        0.09 |        0.10 |        1.13 |        1.12 |        0.09 |        0.09 |        1.13 |        1.11 |        0.10 |        0.10 |        1.12 |        1.12 |        0.09
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |       18933 |     1959610 |     1964260 |        4731 |       19074 |     1982903 |     1968268 |        4703 |       18883 |     1983978 |     1953437 |        4904 |       19486 |     1966262 |     1975447 |        4730
    num misses                       |        6157 |       66792 |       65930 |        1445 |        6197 |       78857 |       80125 |        1465 |        6185 |      104860 |       95443 |        1455 |        6099 |       76752 |       75134 |        1478
    miss rate                        |      32.52% |       3.41% |       3.36% |      30.54% |      32.49% |       3.98% |       4.07% |      31.15% |      32.75% |       5.29% |       4.89% |      29.67% |      31.30% |       3.90% |       3.80% |      31.25%
    mpki                             |        0.03 |        0.04 |        0.04 |        0.03 |        0.03 |        0.04 |        0.05 |        0.03 |        0.03 |        0.06 |        0.05 |        0.03 |        0.03 |        0.04 |        0.04 |        0.03
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    23486470 |   143221148 |   143011129 |     5562588 |    23486471 |   142961483 |   143270858 |     5562588 |    23486482 |   142967637 |   143264688 |     5562588 |    23486480 |   143218407 |   143013704 |     5562588
    num cache misses                 |      201678 |     9755284 |     9746527 |       41993 |      201621 |     9750360 |     9752679 |       42005 |      201682 |     9749555 |     9750349 |       41882 |      201619 |     9753397 |     9748429 |       41993
    miss rate                        |       0.86% |       6.81% |       6.82% |       0.75% |       0.86% |       6.82% |       6.81% |       0.76% |       0.86% |       6.82% |       6.81% |       0.75% |       0.86% |       6.81% |       6.82% |       0.75%
    mpki                             |        1.05 |        5.55 |        5.55 |        0.86 |        1.05 |        5.55 |        5.55 |        0.86 |        1.05 |        5.55 |        5.54 |        0.86 |        1.05 |        5.55 |        5.55 |        0.86
  Cache L1-D                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    51120513 |   423237010 |   422532782 |    14866913 |    51120508 |   422445944 |   423324084 |    14866913 |    51120536 |   422477622 |   423292854 |    14866913 |    51120516 |   423214285 |   422554907 |    14866913
    num cache misses                 |      808463 |    16717626 |    16756357 |      288260 |      808128 |    16750959 |    16720964 |      288455 |      808501 |    16780736 |    16753556 |      288539 |      808443 |    16756345 |    16779239 |      288247
    miss rate                        |       1.58% |       3.95% |       3.97% |       1.94% |       1.58% |       3.97% |       3.95% |       1.94% |       1.58% |       3.97% |       3.96% |       1.94% |       1.58% |       3.96% |       3.97% |       1.94%
    mpki                             |        4.20 |        9.51 |        9.54 |        5.89 |        4.20 |        9.54 |        9.51 |        5.89 |        4.20 |        9.56 |        9.53 |        5.90 |        4.20 |        9.53 |        9.55 |        5.89
  Cache L2                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |     1121964 |    26671666 |    26673233 |      336369 |     1121485 |    26676238 |    26676121 |      336507 |     1122015 |    26708920 |    26714066 |      336506 |     1121800 |    26709816 |    26702007 |      336356
    num cache misses                 |      823708 |    22316030 |    22316462 |      294452 |      823543 |    22315549 |    22327824 |      294675 |      823373 |    22365249 |    22365557 |      294589 |      823332 |    22355778 |    22334799 |      294453
    miss rate                        |      73.42% |      83.67% |      83.67% |      87.54% |      73.43% |      83.65% |      83.70% |      87.57% |      73.38% |      83.74% |      83.72% |      87.54% |      73.39% |      83.70% |      83.64% |      87.54%
    mpki                             |        4.28 |       12.69 |       12.71 |        6.02 |        4.28 |       12.71 |       12.70 |        6.02 |        4.28 |       12.74 |       12.72 |        6.02 |        4.28 |       12.72 |       12.72 |        6.02
DRAM summary                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num dram accesses                  |     8815473 |     8687474 |     8853975 |     8158539 |     8911040 |     8145736 |     8608409 |     8108272 |     8908540 |     8133282 |     8529388 |     8117061 |     8761132 |     8064229 |     8806587 |     8015290
  average dram access latency (ns)   |       25.60 |       25.63 |       25.46 |       25.43 |       25.40 |       25.42 |       25.45 |       25.38 |       25.52 |       25.54 |       25.59 |       25.54 |       25.38 |       25.32 |       25.45 |       25.60
  average dram queueing delay        |        2.17 |        2.20 |        2.03 |        2.00 |        1.97 |        1.99 |        2.02 |        1.95 |        2.09 |        2.11 |        2.16 |        2.11 |        1.95 |        1.90 |        2.02 |        2.17
  average dram bandwidth utilization |      12.00% |      12.00% |      12.00% |      11.00% |      12.00% |      11.00% |      12.00% |      11.00% |      12.00% |      11.00% |      12.00% |      11.00% |      12.00% |      11.00% |      12.00% |      11.00%
Coherency Traffic                    |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num loads from dram                |      432066 |    11131131 |    11201117 |      125298 |      431976 |    11213636 |    11130193 |      125401 |      431828 |    11298133 |    11126853 |      125460 |      431828 |    11149595 |    11238019 |      125305
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |         417 |     4312049 |     4302926 |          75 |         402 |     4286154 |     4320412 |          72 |         432 |     4231796 |     4377733 |          73 |         429 |     4324529 |     4285677 |          69
