                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
    num cache accesses               |    23486455 |   143187388 |   143044617 |     5562588 |    23486493 |   143201488 |   143030460 |     5562588 |    23486475 |   143012722 |   143219398 |     5562588 |    23486486 |   143034900 |   143197180 |     5562588
    num cache misses                 |      201630 |     9751672 |     9748021 |       41882 |      201722 |     9748637 |     9751059 |       41888 |      201637 |     9755112 |     9751743 |       41888 |      201626 |     9746724 |     9749397 |       41993
    miss rate                        |       0.86% |       6.81% |       6.81% |       0.75% |       0.86% |       6.81% |       6.82% |       0.75% |       0.86% |       6.82% |       6.81% |       0.75% |       0.86% |       6.81% |       6.81% |       0.75%
    mpki                             |        1.05 |        5.55 |        5.55 |        0.86 |        1.05 |        5.55 |        5.55 |        0.86 |        1.05 |        5.55 |        5.55 |        0.86 |        1.05 |        5.55 |        5.55 |        0.86
  Cache L1-D                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    51120471 |   423128367 |   422641023 |    14866913 |    51120528 |   423141670 |   422627691 |    14866913 |    51120503 |   422586238 |   423183489 |    14866913 |    51120492 |   422667584 |   423101915 |    14866913
    num cache misses                 |      807877 |    16757357 |    16800475 |      288495 |      808638 |    16730927 |    16767771 |      288308 |      808089 |    16766632 |    16725332 |      288305 |      808415 |    16766312 |    16729033 |      288294
    miss rate                        |       1.58% |       3.96% |       3.98% |       1.94% |       1.58% |       3.95% |       3.97% |       1.94% |       1.58% |       3.97% |       3.95% |       1.94% |       1.58% |       3.97% |       3.95% |       1.94%
    mpki                             |        4.20 |        9.53 |        9.56 |        5.90 |        4.20 |        9.52 |        9.55 |        5.89 |        4.20 |        9.55 |        9.51 |        5.89 |        4.20 |        9.54 |        9.52 |        5.89
  Cache L2                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |     1121293 |    26715592 |    26717626 |      336462 |     1122199 |    26690514 |    26691817 |      336240 |     1121513 |    26692632 |    26685597 |      336237 |     1121879 |    26683595 |    26671297 |      336403
    num cache misses                 |      823195 |    22362525 |    22372997 |      294593 |      823599 |    22336128 |    22341507 |      294367 |      823392 |    22335171 |    22313244 |      294363 |      823173 |    22332692 |    22332134 |      294450
    miss rate                        |      73.41% |      83.71% |      83.74% |      87.56% |      73.39% |      83.69% |      83.70% |      87.55% |      73.42% |      83.68% |      83.62% |      87.55% |      73.37% |      83.69% |      83.73% |      87.53%
    mpki                             |        4.28 |       12.72 |       12.74 |        6.02 |        4.28 |       12.71 |       12.72 |        6.02 |        4.28 |       12.72 |       12.69 |        6.02 |        4.28 |       12.71 |       12.70 |        6.02
DRAM summary                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num dram accesses                  |     8793190 |     8717238 |     8916608 |     8142204 |     8949658 |     8151514 |     8579137 |     8107085 |     8930976 |     8103971 |     8525221 |     8094679 |     8752238 |     8050767 |     8810560 |     7982153
  average dram access latency (ns)   |       25.42 |       25.38 |       25.34 |       25.26 |       25.25 |       25.25 |       25.27 |       25.22 |       25.37 |       25.34 |       25.45 |       25.28 |       25.24 |       25.13 |       25.34 |       25.36
  average dram queueing delay        |        1.99 |        1.95 |        1.91 |        1.84 |        1.82 |        1.82 |        1.85 |        1.79 |        1.94 |        1.91 |        2.02 |        1.85 |        1.81 |        1.70 |        1.92 |        1.93
  average dram bandwidth utilization |      12.00% |      12.00% |      12.00% |      11.00% |      12.00% |      11.00% |      12.00% |      11.00% |      12.00% |      11.00% |      12.00% |      11.00% |      12.00% |      11.00% |      12.00% |      11.00%
Coherency Traffic                    |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num loads from dram                |      431823 |    11143483 |    11288692 |      125464 |      432084 |    11106325 |    11268455 |      125357 |      431879 |    11259288 |    11120331 |      125357 |      431840 |    11249614 |    11108984 |      125299
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |         422 |     4357731 |     4249612 |          72 |         403 |     4368057 |     4237966 |          68 |         418 |     4251019 |     4346897 |          64 |         361 |     4266178 |     4350787 |          71
