                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   73201608 |   76879803 |   76887317 |   76885679 |   73201603 |   76879803 |   76888322 |   76884674 |   73206821 |   76879803 |   76888322 |   76884674 |   73234355 |   76879803 |   76888322 |   76884674
    num misses                       |      82491 |    3139458 |    2833258 |    2832974 |      82570 |    3391652 |    2834165 |    2840238 |      82514 |    3133455 |    3091968 |    2839842 |      82536 |    2934658 |    3010278 |    2860748
    miss rate                        |      0.11% |      4.08% |      3.68% |      3.68% |      0.11% |      4.41% |      3.69% |      3.69% |      0.11% |      4.08% |      4.02% |      3.69% |      0.11% |      3.82% |      3.92% |      3.72%
    mpki                             |       0.39 |      13.96 |      12.60 |      12.59 |       0.39 |      15.08 |      12.60 |      12.63 |       0.39 |      13.93 |      13.75 |      12.63 |       0.39 |      13.05 |      13.38 |      12.72
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      82625 |    3139484 |    2833284 |    2833000 |      82704 |    3391678 |    2834191 |    2840264 |      82648 |    3133481 |    3091994 |    2839868 |      82671 |    2934684 |    3010304 |    2860774
    num misses                       |        594 |       9113 |        312 |        127 |        592 |      10202 |       1213 |       1098 |        590 |       9311 |        620 |        405 |        596 |       9113 |        324 |        108
    miss rate                        |      0.72% |      0.29% |      0.01% |      0.00% |      0.72% |      0.30% |      0.04% |      0.04% |      0.71% |      0.30% |      0.02% |      0.01% |      0.72% |      0.31% |      0.01% |      0.00%
    mpki                             |       0.00 |       0.04 |       0.00 |       0.00 |       0.00 |       0.05 |       0.01 |       0.00 |       0.00 |       0.04 |       0.00 |       0.00 |       0.00 |       0.04 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   30025113 |   31711362 |   31723098 |   31711810 |   30025113 |   31711362 |   31723317 |   31711591 |   30025113 |   31711362 |   31723317 |   31711591 |   30025113 |   31711362 |   31723317 |   31711591
    num cache misses                 |   15403259 |    1648079 |    1647221 |    1646130 |   15403261 |    1645954 |    1645482 |    1646319 |   15403261 |    1645954 |    1645482 |    1646319 |   15403259 |    1645645 |    1646074 |    1646042
    miss rate                        |     51.30% |      5.20% |      5.19% |      5.19% |     51.30% |      5.19% |      5.19% |      5.19% |     51.30% |      5.19% |      5.19% |      5.19% |     51.30% |      5.19% |      5.19% |      5.19%
    mpki                             |      73.65 |       7.33 |       7.32 |       7.32 |      73.65 |       7.32 |       7.32 |       7.32 |      73.65 |       7.32 |       7.32 |       7.32 |      73.65 |       7.32 |       7.32 |       7.32
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   73201608 |   76879803 |   76887317 |   76885679 |   73201603 |   76879803 |   76888322 |   76884674 |   73206821 |   76879803 |   76888322 |   76884674 |   73234355 |   76879803 |   76888322 |   76884674
    num cache misses                 |      32933 |     254728 |     254922 |     252771 |      33165 |     253418 |     254305 |     251528 |      33045 |     253418 |     254304 |     251528 |      32753 |     254110 |     253297 |     252564
    miss rate                        |      0.04% |      0.33% |      0.33% |      0.33% |      0.05% |      0.33% |      0.33% |      0.33% |      0.05% |      0.33% |      0.33% |      0.33% |      0.04% |      0.33% |      0.33% |      0.33%
    mpki                             |       0.16 |       1.13 |       1.13 |       1.12 |       0.16 |       1.13 |       1.13 |       1.12 |       0.16 |       1.13 |       1.13 |       1.12 |       0.16 |       1.13 |       1.13 |       1.12
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   15436614 |    1902817 |    1902150 |    1898912 |   15436850 |    1899382 |    1899799 |    1897853 |   15436690 |    1899382 |    1899798 |    1897853 |   15436432 |    1899765 |    1899383 |    1898612
    num cache misses                 |      35211 |     262903 |     261959 |     259158 |      35387 |     258942 |     259054 |     257781 |      35253 |     258942 |     259053 |     257781 |      34914 |     259475 |     258740 |     258390
    miss rate                        |      0.23% |     13.82% |     13.77% |     13.65% |      0.23% |     13.63% |     13.64% |     13.58% |      0.23% |     13.63% |     13.64% |     13.58% |      0.23% |     13.66% |     13.62% |     13.61%
    mpki                             |       0.17 |       1.17 |       1.16 |       1.15 |       0.17 |       1.15 |       1.15 |       1.15 |       0.17 |       1.15 |       1.15 |       1.15 |       0.17 |       1.15 |       1.15 |       1.15
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     230818 |     230917 |     235241 |     232456 |     235835 |     233774 |     229833 |     233154 |     230568 |     239558 |     234686 |     234766 |     227660 |     234086 |     232722 |     230360
  average dram access latency (ns)   |      34.42 |      34.45 |      34.38 |      33.91 |      34.20 |      33.90 |      34.12 |      33.92 |      34.10 |      34.04 |      33.97 |      33.88 |      34.25 |      34.53 |      34.62 |      34.35
  average dram queueing delay        |      10.99 |      11.02 |      10.95 |      10.48 |      10.77 |      10.47 |      10.69 |      10.49 |      10.67 |      10.61 |      10.54 |      10.45 |      10.82 |      11.10 |      11.19 |      10.92
  average dram bandwidth utilization |      1.00% |      1.00% |      1.00% |      1.00% |      1.00% |      1.00% |      1.00% |      1.00% |      1.00% |      1.00% |      1.00% |      1.00% |      1.00% |      1.00% |      1.00% |      1.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      15435 |     218025 |     217311 |     216241 |      15502 |     216156 |     216585 |     214222 |      15407 |     216150 |     216589 |     214228 |      14984 |     216945 |     215671 |     215247
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |        332 |        357 |        710 |        207 |        337 |        316 |        199 |        602 |        337 |        322 |        195 |        596 |        404 |        329 |        208 |        480
